id;exemplo1;explicacao1;exemplo2;explicacao2;exemplo3;explicacao3;exemplo4;explicacao4;
128;O termo foi cunhado por Eugenie Scott do National Center for Science Education na década de 1990. Dr. Scott cunhou o termo baseado no comportamento do criacionista Duane Gish em debates formais. O Dr. Scott afirma: “No rádio, consegui parar Gish, et al, e dizer, 'Espere um minuto, se X é assim, então você não esperaria Y?' ou algo similar, e mostrar que seu 'modelo' é com defeito. Mas em um debate, o evolucionista tem que calar a boca enquanto o criacionista galopa, vomitando bobagens a cada parágrafo.”;;Em um debate de 2012 entre Mitt Romney e o presidente Obama, Romney sobrecarregou Obama com muitos argumentos de força questionável, resultando em muitos referindo-se à estratégia de Romney como um exemplo do Gish Gallop.;;;;;;
129;Meu pai fumava quatro maços de cigarro por dia desde os quatorze anos e viveu até os sessenta e nove. Portanto, fumar realmente não pode ser tão ruim para você.;É extremamente irracional (e perigoso) tirar uma conclusão universal sobre os riscos do fumo para a saúde por meio do estudo de caso de um homem.;Quatro em cada cinco dentistas recomendam a marca de creme dental Happy Glossy Smiley. Portanto, deve ser ótimo.;Acontece que apenas cinco dentistas foram realmente questionados. Quando uma amostra aleatória de 1.000 dentistas foi pesquisada, apenas 20% realmente recomendaram a marca. O resultado de quatro em cinco não foi necessariamente uma amostra tendenciosa ou uma pesquisa desonesta, apenas aconteceu de ser uma anomalia estatística comum entre pequenas amostras.;;;;;
130;Repórter: Sr. Congressista, qual é a sua posição sobre a questão da água limpa versus a nova fábrica? Congressista: Claro, quero que nosso estado tenha a água mais limpa possível. Posso apreciar a petição contra a nova fábrica, assim como também posso apreciar os novos empregos introduzidos em nossa comunidade como resultado da nova fábrica.;Este tipo de “não-decisão” ou recusa em escolher um lado muitas vezes ilude aqueles que procuram uma resposta, mas recebem mais uma não-resposta em troca. No nosso exemplo, o congressista pode depois escolher um lado com base no resultado, parecendo o cara que sabia a resposta certa o tempo todo.;Scott: Então você acha que a Terra está aqui há apenas 6 a 10 mil anos? Sam: A evidência de uma Terra antiga é muito forte, mas não podemos descartar algumas das afirmações feitas pelos criacionistas. Scott: Então o que você está dizendo? Sam: Estou dizendo que uma Terra de 4,7 bilhões de anos faz muito sentido, mas a teoria de 6.000 anos também.;Todos nós conhecemos e queremos atirar em pessoas como Sam. Sam está falhando em afirmar sua posição. Se a opinião de Sam for respeitada nessa área, sem dúvida as pessoas de ambos os lados usarão sua declaração a seu favor. Essa ambigüidade não ajuda e é enganosa.;;;;;
131;Freddie: Todas as mulheres são más, manipuladoras, odiadoras de homens. Wade: Incluindo sua mãe e sua melhor amiga? Freddie: Não eles, mas todos os outros. Wade: Como você pode dizer isso, quando conhece apenas cerca de cem mulheres? Freddie: Obviamente, estou falando dos que conheço.;A alegação mudou drasticamente de cerca de 3,5 bilhões de mulheres para cerca de 100, mas Freddie não admitiu essa mudança drástica em seu argumento. Freddie é culpado de cometer essa falácia, e aqueles que veem o argumento inicial de Freddie como válido também são culpados.;Adam: A história da arca de Noé é muito provável e quase certamente um fato histórico e científico. Greg: Então você acha que é muito provável que dois de cada animal tenham vindo de todo o mundo, incluindo os animais que não podem sobreviver por muito tempo fora de seus ambientes naturais? Adam: Bem, essa parte exigiu a ajuda de Deus. Greg: Você acha que é muito provável, embora praticamente todos os geólogos e cientistas naturais de hoje rejeitem a ideia de um dilúvio global? Adam: A probabilidade existe em muitos níveis. Greg: Você realmente ainda acha que essa história é “muito provável”? Adão: Sim.;Além das várias explicações ad hoc usadas por Adam para responder às reconvenções, cada reconvenção era uma evidência contra a reivindicação inicial, especificamente a natureza “muito provável” da história. Em vez de conceder o argumento ou revisar a afirmação, Adam deixou sua insistência de estar certo antes do pensamento lógico e se recusou a mudar sua afirmação original.;;;;;
132;Você nunca deveria ter pegado as estradas secundárias para o show. Se você tivesse pegado as estradas principais, não teria ficado preso em todo aquele trânsito devido ao acidente.;“Obrigado por isso!” é a resposta sarcástica usual a essa falácia. É claro que, se soubéssemos do acidente, a estrada principal teria sido a melhor escolha - mas ninguém poderia ter previsto razoavelmente aquele acidente. É falacioso e um tanto sem sentido sugerir que “deveríamos ter” tomado o outro caminho.;Judas foi um idiota por entregar Jesus às autoridades. Afinal, ele acabou cometendo suicídio por culpa.;É fácil para nós culpar Judas como pessoas que conhecem toda a história e como ela se desenrolou. Temos informações que Judas não tinha na época. Além disso, se Judas nunca se entregou a Jesus, e Jesus nunca foi morto, mas morreu enquanto caminhava sobre a água como um homem velho depois de tropeçar em uma onda, o cristianismo existiria?;;;;;
133;Bert: Como os olhos projetam uma imagem em seu cérebro? Ernie: Pense nisso como um carinha em seu cérebro assistindo ao filme projetado por seus olhos. Bert: Ok, mas o que está acontecendo no carinha no cérebro da sua cabeça? Ernie: Bem, pense nisso como um carinha em seu cérebro assistindo a um filme...;Essa falácia cria um loop infinito que na verdade não explica nada. É um raciocínio falacioso aceitar uma explicação que cria esse tipo de loop infinito que carece de qualquer valor explicativo.;Dicky: Então, como você acha que a vida começou? Ralfie: Simples. Alienígenas de outro planeta semearam este planeta com vida bilhões de anos atrás. Dicky: OK, mas como essa forma de vida alienígena começou? Ralfie: Simples. Alienígenas de outro planeta semearam aquele planeta com vida.;Esta falácia pode ser complicada porque talvez seja verdade que os alienígenas são responsáveis por espalhar a vida, então as respostas podem estar tecnicamente corretas, mas a questão implícita é como a vida finalmente começou, que esta forma de raciocínio não responderá.;;;;;
134;Marta: (jogando dados) Vamos ganhar dinheiro agora. Fizemos muito bem, mas vamos desistir enquanto estamos na frente. Carlos: Esquece! Estamos com calor! Vamos ver quanto tempo essa raia vai durar!;Estatisticamente, é mais provável que Carlos e Marta percam o próximo jogo, pois a) sua ""sequência"" é baseada em probabilidade, não em talento e b) as probabilidades estão contra eles no jogo de dados. Carlos está vendo incorretamente a sequência de vitórias como uma sequência com mais probabilidade de continuar do que não. ;Existem exemplos baseados em eventos que não são puramente probabilísticos, como o arremesso de cestas no jogo de basquete. Esses exemplos são controversos porque, embora parte do sucesso, parte do tempo possa ser atribuída apenas à probabilidade, não há dúvida de que o talento e a crença podem afetar o resultado.;;;;;;
135;Você ama seu país? Você ama a sua família? Você se preocupa com o bem-estar deles? Então você adoraria o sorvete Eatme!;;É certo que uma porcentagem tão pequena de americanos controle a grande maioria da riqueza? É certo que você tem que trabalhar horas extras apenas para sobreviver? É certo que você não pode nem sair do estado para férias? Você realmente quer votar em Reggie Lipshitz?;Ao ler os exemplos, você pode ver de onde vem a palavra “hipnótico”. Sua mente subconsciente começa a assumir o controle e parece quase reacionário que você comece a entoar “sim” ou “não” (como no segundo exemplo) sem realmente considerar o que está concordando ou discordando. Esses tipos de técnicas funcionam melhor em ralis, onde os participantes contam com você para agir com emoção em detrimento de sua razão.;;;;;
136;Se você tivesse feito o curso de conserto de CD players assim que terminou o ensino médio, estaria indo bem e teria um emprego bem remunerado agora.;Isso é, na melhor das hipóteses, especulação, não fundamentada em evidências e infalsificável. Há muitas pessoas com talentos muito mais úteis que estão desempregadas, e muitas que têm empregos “remunerados” que não estão nada bem. Além disso, talvez aqueles com certificados em conserto de CDs tenham um emprego remunerado... no McDonald's.;John, se você tomasse banho com mais frequência, ainda estaria namorando a Tina.;Hipóteses do passado que são declaradas como fatos são, na maioria das vezes, nada mais do que um resultado possível de muitos. Não se pode ignorar probabilidades ao fazer esses tipos de declarações. Talvez Tina goste do cheiro de suor de homem. Talvez Tina ainda preferisse Renaldo a John, apesar da higiene pessoal de John por causa do enorme intelecto de Renaldo.;;;;;
137;SJ Sam: Os asiáticos neste país são sistematicamente preteridos no campo da tecnologia por não asiáticos. Cindy: Na verdade, de acordo com a maioria das pesquisas, os empregadores favorecem os trabalhadores técnicos asiáticos. SJ Sam: A menos que você seja asiático, fique de boca fechada. Você não pode conhecer as lutas da comunidade asiática!;S. J. Sam está fazendo uma afirmação empírica sobre a preferência de contratação de não-asiáticos. Cindy refutou a alegação que é independente de sua identidade física ou social (ou seja, sua capacidade de refutar o argumento não depende de ela ser asiática). SJ Sam rejeita sua refutação porque ela não é asiática. Além disso, ele puxa uma pista falsa ao mudar o argumento para ""conhecer as lutas"" da comunidade asiática. ;A equipe feminina de uma grande corporação realiza uma reunião para discutir soluções para reduzir a discriminação contra as mulheres na empresa. Os homens são convidados, mas apenas para ouvir e não contribuir para a discussão.;A implicação aqui é que os homens não têm nada a acrescentar à discussão. As ideias para reduzir a discriminação de gênero independem do gênero, ou seja, tanto homens quanto mulheres podem ter argumentos igualmente válidos.;;;;;
138;Este exemplo é, na verdade, a origem da falácia, que se refere a um discurso de 1952 de Noah S. “Soggy” Sweat, Jr., um jovem legislador do estado americano do Mississippi, sobre se o Mississippi deve continuar proibir (o que fez até 1966) ou finalmente legalizar as bebidas alcoólicas. Eu acho que é hilário, então estou incluindo aqui na íntegra. Meus amigos, eu não pretendia discutir esse assunto controverso neste momento específico. No entanto, quero que saiba que não evito controvérsias. Pelo contrário, tomarei uma posição sobre qualquer assunto a qualquer momento, independentemente de quão polêmico possa ser. Você me perguntou como me sinto em relação ao uísque. Tudo bem, aqui está como me sinto sobre o uísque: Se quando você diz uísque, você quer dizer a poção do diabo, o flagelo venenoso, o monstro sangrento, que contamina a inocência, destrona a razão, destrói o lar, cria miséria e pobreza, sim, literalmente tira o pão da boca das crianças, se você quer dizer a bebida maligna que derruba o homem e a mulher cristãos do auge da vida justa e graciosa para o poço sem fundo da degradação, desespero, vergonha, desamparo e desesperança, então certamente sou contra isso. Mas, se quando você diz uísque, você quer dizer o óleo da conversa, o vinho filosófico, a cerveja que é consumida quando bons companheiros se reúnem, que põe uma canção em seus corações e riso em seus lábios, e o brilho quente de contentamento em seus olhos, se você quer dizer alegria de Natal, se você quer dizer a bebida estimulante que põe a primavera no passo do velho cavalheiro em uma manhã gelada e crocante, se você quer dizer a bebida que permite a um homem ampliar sua alegria e sua felicidade e esquecer, mesmo que por pouco tempo, as grandes tragédias, mágoas e tristezas da vida, se você quer dizer aquela bebida, cuja venda despeja em nossos tesouros milhões de dólares incontáveis, que são usados para cuidar com ternura de nossos filhinhos aleijados, cegos, surdos, mudos, idosos e enfermos miseráveis, para construir rodovias, hospitais e escolas, então certamente sou a favor. Esta é a minha posição. Eu não vou recuar disso. Eu não vou comprometer.;Esta é uma visão incrível da mente humana e da área da retórica. Podemos ver como, quando ambos os lados da questão são apresentados por meio do mesmo uso de palavras e frases carregadas de emoção, o argumento é realmente vazio e apresenta muito pouca informação factual, nem sequer assume uma posição sobre o assunto.;Tendo avaliado literalmente milhares de posições sobre Deus por pessoas de todo o espectro de crenças, pensei em criar minha própria versão do argumento “Se por Deus”, mostrando como a retórica cuidadosamente colocada pode obscurecer a linha entre o ser mais perfeito que se possa imaginar e o ser mais horrível que se possa imaginar. A questão é, se Deus existe, devemos amá-lo e adorá-lo? Minha posição é clara e não tenho vergonha de deixar o mundo saber exatamente como me sinto. Então aqui vai. Se por Deus você quer dizer o grande ditador no céu, o todo-poderoso destruidor, o Deus que nos criou com imperfeições, então nos considera responsáveis pelas imperfeições, o Deus que tirou o paraíso e a vida eterna de nós porque o primeiro homem e a primeira mulher cometeram um “errado” contra Deus antes que eles fossem capazes de distinguir o certo do errado, o Deus que ordenou a seu povo escolhido para destruir totalmente cada homem, mulher e criança em dezenas de cidades, o Deus que endureceu corações, matou primogênitos, exigiu sangue sacrifícios, ordenou ao homem que matasse brutalmente outros humanos por “crimes” como “não honrar seus pais”, o Deus que destruiu praticamente todas as criaturas vivas do planeta, o Deus que exigiria que seu próprio filho fosse brutalmente assassinado para pagar uma dívida para ele, o Deus que permite que crianças nasçam com defeitos congênitos, morram cedo e tenham câncer, o Deus que continua a destruir usando enchentes, furacões e outros desastres naturais, o Deus que ignora as orações de bilhões de seus fiéis seguidores , o Deus que permite que a maioria de sua criação sofra por meio de tortura inimaginável por toda a eternidade nos poços de fogo do Inferno, então ele certamente não merece nosso amor e adoração. Mas, se quando você diz Deus, você quer dizer o defensor, o protetor, o criador do céu e da terra, o pai de todos nós, o ser de puro amor, bondade e tudo de bom no mundo, o Deus que tirou os israelitas da escravidão à liberdade, aquele que cuida de todos nós, o Deus que cura os enfermos em nome de seu filho, o Deus que nos deu suas leis perfeitas para nosso benefício, o Deus que nos amou tanto, que sacrificou seu único filho para que podemos ser salvos, o Deus que nos permite passar uma eternidade feliz com ele e nossos entes queridos, então certamente ele merece nosso amor e adoração. Esta é a minha posição. Eu não vou recuar disso. Eu não vou comprometer.;;;;;;
139;Nenhum católico é judeu. Portanto, nenhum não-judeu é não-católico. (contraposição);Por definição, nenhum católico é judeu (usando a forma tipo “E” aqui) -- bastante claro. Agora, vamos pegar a contraposição dessa proposição trocando a colocação de “católicos” e “judeus” e negando cada um deles, e podemos ver que temos uma proposição falsa. “Nenhum não-judeu é não-católico” claramente não significa a mesma coisa que “nenhum católico é judeu”. Neste exemplo, a premissa é verdadeira, mas a conclusão é falsa (sou não-judeu e não-católico, e estatisticamente falando, você provavelmente também é).;Alguns cachorros latem. Portanto, algumas coisas que não latem não são cachorros. (contraposição);Agora vemos a forma do tipo “I” em ação, afirmando: “Alguns” cães latem. Isso é verdade, mas isso realmente não importa para determinar qual forma de argumento é válida ou não. A conclusão “algumas coisas que não latem não são cachorros” também é uma afirmação verdadeira (minha escova de dentes, que não é cachorro, não late), mas isso também não importa. O que importa é que não segue logicamente. Não se deixe enganar pela verdade! Concentre-se na forma do argumento. Se substituirmos outros termos, podemos ver a falácia mais claramente: Alguns humanos são mortais. Portanto, alguns imortais são não-humanos. (contraposição) Ao usar a palavra “alguns”, não estamos afirmando que definitivamente existem alguns que não são. Acima, apenas dizendo que alguns humanos são mortais, automaticamente estamos dizendo que existem outros que não são mortais. Portanto, nossa conclusão é supor um grupo que não existe, portanto falacioso.;;;;;
140;Todos os cachorros-quentes são fast food. Nenhum hambúrguer é cachorro-quente. Portanto, nenhum hambúrguer é fast food.;No nosso exemplo, o termo maior é “fast food”, pois é o termo que aparece na premissa maior (primeira premissa) como predicado e na conclusão. Como tal, nesta posição, é “não distribuído”.;Todos os filmes de Jim Carrey são hilários. Nenhum filme de terror é um filme de Jim Carrey. Portanto, nenhum filme de terror é hilário.;No nosso exemplo, o termo maior é “hilário”, pois é o termo que aparece na premissa maior (primeira premissa) como predicado e na conclusão. Como tal, nesta posição, é “não distribuído”.;;;;;
141;Todos os católicos são cristãos. Todos os cristãos são amantes de Jesus. Portanto, todos os amantes de Jesus são católicos.;Em nosso exemplo, o termo menor é “amantes de Jesus” porque é o termo que aparece na premissa menor (segunda premissa) como predicado e na conclusão. Como tal, nesta posição, é “não distribuído”.;Todos os filmes de Paul Newman são ótimos. Todos os grandes filmes são vencedores do Oscar. Portanto, todos os vencedores do Oscar são filmes de Paul Newman.;Em nosso exemplo, o termo menor é “vencedores do Oscar” porque é o termo que aparece na premissa menor (segunda premissa) como predicado e na conclusão. Como tal, nesta posição, é “não distribuído”.;;;;;
142;A senhora de vestido rosa é Julia Roberts. O repórter acha que a senhora de vestido rosa dirige um Prius. Portanto, o repórter acha que Julia Roberts dirige um Prius.;;A senhora de vestido rosa é Julia Roberts. O repórter acha que Julia Roberts dirige um Prius. Portanto, o repórter acha que a senhora de vestido rosa dirige um Prius.;Os exemplos usados são apenas duas formas lógicas diferentes da mesma falácia. Como o repórter “pensa” que a declaração é feita em um contexto intencional, não podemos mudar os termos. No entanto, se mantivéssemos as premissas em um contexto extensional, poderíamos mudar os termos. Esta seria uma forma de argumento lógico válida conhecida como Lei de Leibniz.;;;;;
143;Frieda Freestuff: Não acredito que você apóia Trump. Você não viu o comício de Trump com o grupo de apoiadores segurando cartazes de “Poder Branco?” Você realmente deseja ser associado a essa mensagem? Garry Godzguns: Esses não são apoiadores de Trump, eles são liberais fingindo ser apoiadores de Trump apenas para fazer os apoiadores de Trump parecerem mal. Frieda Freestuff: Está funcionando.;Não há dúvida de que existem impostores. Não é incomum que rivais políticos finjam ser os piores do outro grupo com o objetivo de prejudicar a reputação do outro grupo. O problema aqui é que Garry Godznguns não tem evidências para apoiar sua afirmação, e há muitas evidências do contrário de que supremacistas brancos e nacionalistas brancos apóiam Trump de forma esmagadora.;Peter Procops: Não acredito que você apóia esses protestos. Pessoas estão sendo feridas e mortas. A propriedade está sendo destruída. As lojas estão sendo saqueadas. Nossa cidade parece uma zona de guerra! Patricia Defunddapopo: Os manifestantes são pacíficos e legais. Foi apenas no noticiário que um cara que eles prenderam por vandalismo era um nacionalista branco que admitiu vandalizar para fazer os manifestantes ficarem mal. Peter Procops: Está funcionando.;Embora seja verdade que o cara preso era um nacionalista branco que admitiu vandalizar para fazer os manifestantes ficarem mal, este foi um caso entre milhares. Há documentação em vídeo de ativistas conhecidos defendendo saques, vandalismo e até incêndio criminoso. A evidência sugere fortemente que a maior parte da destruição não é devida aos impostores.;;;;;
144;Um dos meus doces favoritos, o Raisinets, anuncia na embalagem que o produto contém 40% menos gordura. Para ser justo, eles têm um asterisco em letras muito menores, ""do que a barra de chocolate líder"". ;A pergunta é: ""40% menos gordura do que o quê?"" A esperança é que a maioria das pessoas não leia as letras miúdas e faça suas próprias suposições. ""Oh, esta barra de chocolate tem 40% menos gordura do que esta maçã!"" ;Nossos widgets custam menos e duram mais!;Custou menos do que o quê? Durar mais do que o quê? Ao não dizer especificamente ""nossa concorrência"", eles não podem ter problemas quando um concorrente mostra que seu produto realmente custa menos e dura mais. ;;;;;
145;""Eu nunca disse a maioria das coisas que eu disse."" - Yogi Berra See More ;Sei que isso não requer explicação e não pretendo insultar sua inteligência, mas, para manter a coerência, explicarei. Se ele disse essas coisas, então ele as disse, o que é uma contradição com sua afirmação de que nunca as disse. Isso é uma inconsistência interna e uma inconsistência lógica. É interno porque a inconsistência está contida na própria declaração, não requer quaisquer outras premissas ou argumentos.;""Ninguém vai mais lá. Está muito cheio."" - Yogi Berra See More ;Mais uma vez, peço desculpas, mas aqui vai... Se ""ninguém"" foi lá, então não poderia estar lotado, já que ""lotado"" implica que muitas pessoas estão lá. Isso é uma inconsistência interna e uma inconsistência lógica. ;;;;;
146;Minha mãe diz que eu deveria estudar pelo menos 2 horas todas as noites, e meu pai diz que apenas meia hora está bom. Nenhum deles sabe do que está falando, então eu deveria simplesmente deixar de estudar.;Um desacordo entre especialistas não significa que ambos estejam errados, que a resposta seja um compromisso ou que não haja uma resposta a ser conhecida, significa simplesmente que há desacordo - isso é tudo o que podemos inferir.;Os cientistas não conseguem chegar a um acordo sobre a idade do universo. Alguns dizem que tem 13,7 bilhões de anos, outros dizem que tem apenas cerca de 13 bilhões de anos. Isso é uma diferença de quase um bilhão de anos! Deve ficar claro que, devido a tanta discordância, o universo de 6.000 anos também deve ser cuidadosamente considerado.;Os cientistas que “discordam” da idade estimada do universo o fazem principalmente com base em interpretações ligeiramente diferentes dos mesmos métodos de datação objetivamente válidos. A diferença é bastante pequena em termos de porcentagem. Sugerir que 6.000 anos é válido é uma coisa, mas fazê-lo com base na diferença de interpretação da ciência convencional é completamente falacioso. As diferenças não têm relação com a alegação de verdade do argumento (a idade real).;;;;;
147;Billy assassinou todas aquelas pessoas porque eu bati nele quando ele era criança.;Supondo que a surra contribuiu para o comportamento assassino de Billy quando adulto (o que é uma suposição muito fraca), vender isso como a causa é extremamente falacioso.;A razão pela qual Donald Trump foi eleito foi porque os liberais levaram o politicamente correto longe demais.;assumindo que os liberais levaram o politicamente correto longe demais, e isso teve algum efeito sobre os eleitores a favor de Donald Trump, não é razoável afirmar que esse foi ""o motivo"" de sua vitória. ;;;;;
148;Esposa: Devemos comprar a casa? Marido: O corretor de imóveis não disse nada sobre nenhum problema, então tenho certeza de que está tudo bem. Vamos obtê-lo!;O marido está concluindo precipitadamente que a casa está sem problemas simplesmente porque a pessoa que recebe para vender a casa não mencionou nenhum. Este é um raciocínio falacioso.;Está ficando tarde e ainda temos que decidir sobre o orçamento da escola. O que você acha de deixarmos como está e encerrarmos a noite?;Não é razoável assumir a conclusão de que o orçamento deve ser deixado onde está baseado no desejo de ir para casa.;;;;;
149;Trebor: Mãe, David pode dormir na casa hoje à noite? Mãe: Não. Trebor: Por que não? Mãe: Porque. Trebor: Porque por quê? Mom: Porque eu disse isso! Fim de discussão!;“Porque eu disse” não é uma razão válida para um amigo não poder dormir aqui. Talvez o verdadeiro motivo seja que as festas do pijama dão dor de cabeça à mãe. Talvez a mãe queira que Trebor vá para a cama cedo porque ele fica mal-humorado no dia seguinte, ou talvez David seja apenas um pirralho que deixa a mãe louca.;Slick Rick: O melhor que posso fazer por você é $ 25.000. Prospect: Por que você não pode fazer melhor? Slick Rick: Só porque é o mais baixo que posso ir. Prospect: Mas por quê. Slick Rick: Porque.;Nesse caso, está claro que há algum motivo oculto sobre o qual Slick Rick não deseja que o cliente em potencial saiba. Esse motivo, quase certamente, tem algo a ver com o fato de que o Slick Rick pode diminuir se necessário. Exceções: Realmente não há exceção a esta regra em argumentação ou discussão séria. Talvez isso seja aceitável em situações em que você tem autoridade para optar por não argumentar a partir de uma ordem, como em um relacionamento entre pais e filhos - ou talvez seu outro significativo tenha planejado uma surpresa para você e o ""você verá ” destina-se a desviar sua consulta para seu próprio benefício. ;;;;;
150;Maury, você realmente deveria usar um capacete ao jogar xadrez. Você pode facilmente ficar excitado, cair da cadeira e quebrar a cabeça.;Cada decisão que você toma tem custos e benefícios. Argumentos falaciosos, como o acima, tentarão fazer com que você tome uma decisão por medo e não pela razão, aumentando assim o custo percebido de optar por não usar capacete. Claro, o custo de usar um capacete ao jogar xadrez é ridículo de proporções históricas.;Se o Inferno é real, então seria sábio aceitar o Cristianismo como verdadeiro.;A tentativa é fazer com que você tome uma decisão por medo e não pela razão, aumentando assim o custo percebido de não aceitar o cristianismo como verdadeiro. Existem muitos cristãos que rejeitam a ideia do Inferno e do tormento eterno por um Deus que ama perfeitamente. Além disso, há mais de um bilhão de pessoas que se inscrevem na religião que acredita que adorar alguém além de Alá comprará uma passagem só de ida para os poços de fogo do Inferno. Por meio da razão, você pode avaliar essas escolhas e tomar uma decisão com base na razão, não no medo.;;;;;
151;Em um exemplo usado por Sigmund Freud em A Interpretação dos Sonhos, um homem acusado por seu vizinho de ter devolvido uma chaleira danificada apresentou três argumentos: Que ele havia devolvido a chaleira intacta, Que já estava danificada quando ele a pegou emprestada, Que ele nunca a havia emprestado em primeiro lugar.;Cada afirmação contradiz a anterior. Se já estava danificado, como ele o devolveu intacto? Se ele nunca o emprestou, como já estava danificado quando ele o emprestou?;Eu não acredito em Deus. Uma razão é que eu acho que ele é mau. E, a propósito, não existe ""mal"", é apenas nossa avaliação do que acreditamos estar errado. ;Existem várias declarações aqui que se contradizem, originadas da ideia de que a pessoa não acredita em Deus. Se ele ou ela não acredita em Deus, como ele ou ela pode pensar que Deus é mau? E se não existe o mal, como algo pode ser mau?;;;;;
152;É por isso que acho que meu par nunca apareceu: o pai dela teve um ataque cardíaco e ela teve que levá-lo às pressas para o hospital. Em seu estado de pânico, ela esqueceu o celular e, enquanto estava no hospital, estava preocupada demais com o pai para se preocupar em me dar um bolo.;Embora possível, não é provável. É muito mais provável que seu par tenha esquecido ou o tenha deixado de lado de propósito. As pessoas tendem a acreditar nas hipóteses menos prováveis por desejo, emoção ou fé – não pela razão.;Os criacionistas escreveram volumes de livros explicando como, dada alguma intervenção divina, algumas leis naturais quebradas e aceitando a inconsistência da natureza, pode ser possível que o universo tenha apenas 6.000 anos de idade. Aceitar essas teorias exigiria o abandono ou reforma radical de praticamente todas as ciências que temos, bem como uma nova compreensão do termo “fato”. Então, ou tudo isso é verdade, ou a história bíblica da criação, como centenas de outras em culturas ao redor do mundo, é simplesmente mitologia.;Dado o número incompreensível e a severidade das suposições que precisariam ser feitas para que o criacionismo fosse verdadeiro, a explicação de que a história da criação é mitologia, de longe, é a explicação mais econômica.;;;;;
153;Meu cachorro mexe no nosso lixo porque ele é um cachorro.;Sabemos que seu cachorro é um cachorro, mas por que ele ser um cachorro o faz mexer no lixo? Ao se referir ao seu cachorro como um membro da categoria “cachorro”, isso não explica nada.;Os mórmons são muito, muito legais porque vão à igreja mórmon.;Questão de lado, simplesmente afirmando que os Mórmons são membros do grupo, “Mórmons frequentadores da igreja” não explica por que eles são legais. Uma explicação razoável precisaria incluir uma relação causal válida entre gentileza e frequência à igreja mórmon.;;;;;
154;Meu carro quebrou porque não está mais funcionando.;“Não está funcionando” é apenas outra maneira de dizer “quebrou” e não explica por que quebrou.;Muitas vezes, as pessoas tomam decisões precipitadas porque não levam tempo suficiente para considerar suas escolhas.;Não ter tempo suficiente para considerar escolhas é exatamente o que é uma decisão precipitada. Novamente, nenhuma explicação é oferecida, apenas uma definição no lugar de uma explicação.;;;;;
155;John: Você pode, por favor, me ajudar a empurrar meu carro para o lado da estrada até que o caminhão de reboque chegue? Paul: Por que empurrá-lo para o lado da estrada? Por que não deixá-lo? John: Está diminuindo o tráfego desnecessariamente onde está. Paul: Muitas coisas atrasam o tráfego - você sente que precisa fazer algo sobre todas elas? John: Não, mas isso foi minha culpa. Paulo: Foi mesmo? Você foi a causa direta da quebra do seu carro? John: Você vai me ajudar a mover esse maldito carro ou não?!;Você pode ver aqui que Paulo está evitando o pedido de ajuda tentando fazer uma questão filosófica profunda a partir de um simples pedido. Embora Paulo possa ter alguns pontos positivos, nem todas as situações da vida exigem um pensamento crítico profundo. Esta situação é uma delas.;Técnico de serviço: seu carro pode usar alguns pneus novos. Bart: Você tem interesse financeiro em me vender pneus, por que devo confiar em você? Técnico de serviço: Você trouxe seu carro para mim para que ele fosse verificado, senhor. Bart: Trouxe meu carro para a oficina onde você trabalha. Técnico de serviço: Então, devemos esquecer os pneus novos por enquanto? Bart: Eu nunca sugeri isso. Você está tentando usar psicologia reversa em mim, para que eu compre os pneus?;Este tipo de falácia pode ser facilmente resultado de alguém com tendências comportamentais paranóicas - pensando que o mundo está atrás dele ou dela.;;;;;
156;O melhor exemplo desta falácia é apresentado pela pessoa que cunhou este termo, Nassim Nicholas Taleb em seu livro de 2007, The Black Swan. Existem duas pessoas: Dr. John, que é considerado um homem de ciência e pensamento lógico. Fat Tony, que é considerado um homem que vive de sua inteligência. Um terceiro pergunta a eles: ""suponha que uma moeda honesta seja lançada 99 vezes e todas as vezes dê cara. Quais são as chances de que o 100º lançamento também dê cara?"" Dr. John diz que as probabilidades não são afetadas pelos resultados anteriores, então as probabilidades ainda devem ser 50/50. Fat Tony diz que as chances de a moeda dar cara 99 vezes seguidas são tão baixas (menos de 1 em 6,33 × 1029) que a suposição inicial de que a moeda tinha 50/50 de chance de dar cara provavelmente está incorreta . ;Você pode se imaginar assistindo a um cara ou coroa. Sabendo tudo sobre a falácia do jogador, você esperaria muito mais tempo do que alguém como Fat Tony quando chegasse ao ponto em que diria: “Tudo bem, algo está acontecendo aqui com a moeda”. Em que ponto se torna um raciocínio falacioso continuar insistindo que você está apenas testemunhando o “resultado inevitável da probabilidade”? Não há uma resposta definitiva - sua decisão precisará ser argumentada e apoiada por razões sólidas.;Lolita: Como cerca de metade das pessoas no mundo são mulheres, as chances de a próxima pessoa a sair por aquela porta ser mulher é de cerca de 50/50. Celina: Você percebe que é a porta do Dr. Vulvastein, o ginecologista?;Lolita está focando em estatísticas puras enquanto ignora a razão real.;;;;;
