titulo;termoLatim;outrosNomes;novasTerminologias;descricao;formaLogica;exemplo1;explicacao1;exemplo2;explicacao2;exemplo3;explicacao3;exemplo4;explicacao4;excecao;curiosidades;variacao;dica;referencias;
Falácias pseudo-lógicas;;;;;;;;;;;;;;;;;;;
falácia psicogenética;;;;Descrição: Inferir alguma razão psicológica pela qual um argumento é feito e, como resultado, assumir que é inválido. ;Forma Lógica: A pessoa 1 apresenta o argumento X. A pessoa 1 fez o argumento X por causa da razão psicológica Y. Portanto, X não é verdadeiro. ;Exemplo 1: George: Cara, essas garotas são muito gostosas! Derek: Não, não são. Você é uma vítima do efeito líder de torcida. Quando as garotas estão juntas em um grupo, cada garota parece muito melhor do que se você a visse sem as outras garotas. ;Explicação: Além do fato de que "muito gostoso" é uma avaliação subjetiva, o que significa que as garotas podem ser gostosas para George, mas não para Derek, Derek está assumindo que a avaliação de George está errada por causa do efeito psicológico conhecido como efeito líder de torcida. ;Exemplo #2: Lucas: Lembro que quando eu tinha uns três anos minha mãe me salvou de quase ser comido por um tubarão. Katie: Duvido disso. O que você está experimentando é o que os psicólogos cognitivos chamam de "falsa memória". ;Explicação: Há dois problemas aqui que tornam Katie culpada de um raciocínio falacioso. Primeiro, ela está assumindo que a história de Lucas não é verdadeira por causa de uma memória falsa. Em segundo lugar, ela está formulando essa objeção com confiança injustificada. ;;;;;Exceção: Quanto mais extraordinário o argumento ou afirmação, mais razoável é supor que um efeito psicológico esteja envolvido. No entanto, mesmo nas reivindicações mais extraordinárias, o efeito deve ser apenas proposto, não presumido. Marge: Na noite passada, na cama, alienígenas me visitaram. Eles me paralisaram por cerca de 30 segundos enquanto estavam sobre mim, então eles desapareceram bem na frente dos meus olhos enquanto eu recuperava a capacidade de me mover e falar. Kristine: Isso soa como um caso clássico do que é chamado de alucinação hipnagógica com paralisia do sono. É um estado de sonho em que você não está dormindo ou acordado. Seu cérebro desliga sua capacidade de se mover e falar enquanto você está inconsciente durante um ciclo normal de sono, mas no caso de paralisia do sono, você mantém a consciência - mas apenas por um breve período. Portanto, as chances são de que você não foi realmente visitado por alienígenas. ;Curiosidade: À medida que os gravadores de vídeo nos telefones celulares se tornaram mais onipresentes, os relatos de encontros com alienígenas caíram consideravelmente. ;;;Referências: ;
Falácia da Mudança do Quantificador;;(também conhecido como: mudança de quantificador ilícito) ;;Descrição: Uma falácia de inverter a ordem de dois quantificadores. ;Forma Lógica: Todo X tem um Y relacionado. Portanto, há algum Y relacionado a todo X. ;Exemplo 1: Todo mundo tem uma mãe. Portanto, existe uma mulher por aí que é a mãe de todos nós. ;Explicação: Embora seja verdade que todo mundo tem (ou teve) uma mãe, o termo “mãe” não é um termo singular compartilhado -- está implícito que é uma categoria na qual residem muitas mães. A conclusão é afirmar o oposto do significado - que na verdade existe apenas uma mãe compartilhada por todos. Esta forma de raciocínio é inválida, portanto, falacioso. ;Exemplo #2: Todo mundo tem um cérebro. Portanto, existe um único cérebro que todos nós compartilhamos. ;Explicação: Todo mundo tem seu próprio cérebro, não um que todos nós compartilhamos. Embora eu tenha conhecido muitas pessoas que parecem não ter seu próprio cérebro. Esta forma de raciocínio é inválida, portanto, falacioso. ;;;;;;;;Dica: Lembre-se de que um quantificador é uma expressão (por exemplo, todos, alguns) que indica o escopo de um termo ao qual está anexado. ;Referências: ;
Falácia da Física Quântica;;(também conhecido como: apelo à física quântica) ;;Descrição: Usando a física quântica na tentativa de apoiar sua afirmação, quando de forma alguma sua afirmação está relacionada à física quântica. Pode-se também usar a estranheza dos princípios da física quântica para lançar dúvidas sobre as leis bem estabelecidas do mundo macro. Talvez a maior mente da física quântica, Richard Feynman, tenha dito uma vez: “Acho que posso dizer com segurança que ninguém entende a mecânica quântica”, e ele provavelmente está certo. As pessoas reconhecem que esta é talvez a área de estudo mais bizarra, paradoxal e incompreensível, que também é uma ciência respeitável. Portanto, se você conseguir conectar a verdade de seu argumento à física quântica, seria improvável que houvesse muitas pessoas que soubessem o suficiente sobre física quântica para afirmar que sua conexão é inválida. Assim, seu argumento ganha credibilidade por ignorância. A natureza misteriosa da física quântica é um terreno fértil para superstições, afirmações religiosas, “provas” de Deus, consciência universal e muitas outras afirmações infalsificáveis. ;Forma Lógica: A física quântica apóia a ideia de que X é Y. Portanto, X é Y. (embora a física quântica não suporte tal coisa) ;Exemplo 1: Depook: A física quântica fornece evidências de que existe uma consciência cósmica. Sam: ??? ;Explicação: Sam não sabe nada sobre física quântica, então realmente não pode responder, mas Depook não estabeleceu um argumento sobre como isso fornece evidências, ele apenas fez a afirmação. ;Exemplo #2: Depook: A física quântica é a linguagem de Deus. Foi demonstrado que as partículas quânticas contêm informações que podem comunicar instantaneamente informações a qualquer distância, em qualquer lugar dentro ou fora do universo. Sam: ??? ;Explicação: Sam não sabe nada sobre física quântica, então realmente não pode responder. Depook expandiu sua afirmação aqui, baseou-se no argumento por meio de jargões para fazer o que soava como afirmações científicas que, de fato, não eram. De acordo com tudo o que sabemos sobre a física quântica, a informação não pode viajar mais rápido que a luz - caso contrário, poderia criar um paradoxo de viagem no tempo. ;;;;;Exceção: Fazer uma afirmação científica sobre a física quântica, usando o método científico, não é falacioso. ;;;Dica: Pegue um livro introdutório sobre física quântica, não é apenas um assunto fascinante, mas você estará bem preparado para fazer as perguntas certas e expor essa falácia quando usado. ;Referências: Esta é uma falácia lógica original nomeada pelo autor. ;
Causa questionável;cum hoc ergo propter hoc;(também conhecido como: lógica borboleta, ignorar uma causa comum, negligenciar uma causa comum, confundir correlação e causalidade, confundir causa e efeito, causa falsa, terceira causa, falácia da terceira causa, justaposição [forma de], causalidade invertida/direção errada [forma de]) ;;Descrição: Concluir que uma coisa causou outra, simplesmente porque estão regularmente associadas. ;Forma Lógica: A é regularmente associado a B, portanto, A causa B. ;Exemplo 1: Sempre que vou dormir, o sol se põe. Portanto, meu ato de dormir faz com que o sol se ponha. ;Explicação: Espero que o raciocínio falacioso aqui seja muito claro e não precise de explicação. ;Exemplo #2: Muitos homossexuais têm AIDS. Portanto, a homossexualidade causa AIDS. ;Explicação: Embora a AIDS seja encontrada em uma porcentagem muito maior da população homossexual do que na população heterossexual, não podemos concluir que a homossexualidade é a causa da AIDS, assim como não podemos concluir que a heterossexualidade é a causa da gravidez. ;;;;;Exceção: Quando forte evidência é fornecida para causalidade, não é uma falácia. ;Curiosidade: Para estabelecer a causalidade, você precisa mostrar três coisas: 1) que X veio antes de Y, 2) que a relação observada entre X e Y não aconteceu apenas por acaso e 3) que não há mais nada que explique a relação X então Y. ;Variação: A falácia da justaposição é colocar dois itens/ideias juntos, implicando uma conexão causal, mas nunca afirmando que existe. É engraçado como sempre que você está por perto, o quarto cheira mal. Inverter a causalidade ou a direção errada é exatamente o que parece - ainda é uma causa falsa, mas o caso específico em que alguém afirma algo como o pôr do sol porque a noite está chegando. ;;Referências: ;
Racionalização;;(também conhecido como: dar desculpas) ;;Descrição: Oferecer desculpas falsas ou inautênticas para nossa reivindicação, porque sabemos que os verdadeiros motivos são muito menos persuasivos ou mais embaraçosos de compartilhar, ou mais duros do que os falsos dados. ;Forma Lógica: A razão A é dada para a reivindicação B, embora a razão A não seja a razão real. ;Exemplo 1: Não posso ir com você àquela ópera porque tenho um prazo no trabalho chegando e preciso lavar o cabelo à noite. ;Explicação: A verdadeira razão é: “Eu não quero ir”, mas isso pode ferir alguns sentimentos, então razões fabricadas (desculpas) são dadas no lugar da razão autêntica e honesta. ;Exemplo #2: Eu acredito em cavalos alados porque o Alcorão é historicamente preciso e nunca erraria em um fato tão importante. ;Explicação: A pessoa realmente acredita em cavalos alados por fé, mas reconhece que não é um argumento persuasivo - especialmente para o não crente do Islã. No desejo de manter sua fé, ele adota uma defesa comum (exatidão histórica) e a apresenta como razão. ;;;;;Exceção: É aceitável racionalizar para proteger os sentimentos de alguém? Vou deixar isso para você responder, percebendo que todas as situações são únicas. ;;;Dica: Sempre que possível, dê razões honestas declaradas de forma diplomática. ;Referências: ;
;;;;;;;;;;;;;;;;;;;
arenque vermelho;Ignoratio elenchi;(também conhecido como: além do ponto, desorientação [forma de], mudança de assunto, falsa ênfase, a defesa de Chewbacca, conclusão irrelevante, tese irrelevante, obscurecendo o assunto, ignorância da refutação) ;;Descrição: Tentativa de redirecionar o argumento para outro problema ao qual a pessoa que está redirecionando possa responder melhor. Embora seja semelhante à falácia de evitar a questão, o arenque vermelho é um desvio deliberado da atenção com a intenção de tentar abandonar o argumento original. ;Forma Lógica: O argumento A é apresentado pela pessoa 1. A pessoa 2 apresenta o argumento B. O argumento A é abandonado. ;Exemplo 1: Mike: É moralmente errado trair seu cônjuge, por que diabos você faria isso? Ken: Mas o que é moralidade exatamente? Mike: É um código de conduta compartilhado por culturas. Ken: Mas quem cria esse código?... ;Explicação: Ken descarrilou com sucesso esta conversa de suas digressões sexuais para a discussão profunda e existencial sobre moralidade. ;Exemplo #2: Billy: Como o universo pode ter 6.000 anos quando conhecemos a velocidade da luz, a distância dos objetos astronômicos (mais de 13 bilhões de anos-luz de distância) e o fato de que a luz chegou até nós[1]? Marty: 6.000 anos não é um número fixo. O universo pode ter cerca de 10.000 anos. Billy: Como você imagina isso?... ;Explicação: Marty conseguiu evitar a questão devastadora introduzindo um novo tópico para debate... mudando a linha do tempo da criação da Terra jovem onde não coincide necessariamente com a Bíblia. ;;;;;Exceção: Usar uma pista falsa para desviar a atenção da pista falsa de seu oponente pode funcionar, mas dois erros fazem um certo? ;;Variação: Desorientação é um termo mais genérico para desviar a atenção de algo. Isso pode ser para fins de entretenimento, evitando constrangimento ou qualquer outro propósito, incluindo argumentação. ;Dica: Impressione seus amigos dizendo a eles que não existem espécies de peixes como "arenque vermelho", em vez disso, refere-se a um peixe particularmente pungente - normalmente um arenque, mas nem sempre - que foi fortemente curado em salmoura e/ou fortemente defumado. ;Referências: ;
Reductio ad Absurdum;reductio ad absurdum;(também conhecido como: reduzir ao absurdo) ;;Descrição: Um modo de argumentação ou uma forma de argumento em que uma proposição é refutada seguindo suas implicações logicamente para uma conclusão absurda. Argumentos que usam universais como “sempre”, “nunca”, “todos”, “ninguém”, etc., tendem a ser reduzidos a conclusões absurdas. A falácia está no argumento que pode ser reduzido ao absurdo - então, em essência, reductio ad absurdum é uma técnica para expor a falácia. ;Forma Lógica: Assuma que P é verdadeiro. A partir dessa suposição, deduza que Q é verdadeiro. Além disso, deduza que Q é falso. Assim, P implica Q e não Q (uma contradição, que é necessariamente falsa). Portanto, o próprio P deve ser falso. ;Exemplo 1: Vou para a cirurgia amanhã, então, por favor, ore por mim. Se um número suficiente de pessoas orar por mim, Deus me protegerá do mal e garantirá que eu tenha uma cirurgia bem-sucedida e uma recuperação rápida. ;Explicação: Primeiro assumimos que a premissa é verdadeira: se pessoas “suficientes” orassem a Deus pela cirurgia bem-sucedida do paciente e recuperação rápida, então Deus o faria. A partir disso, podemos deduzir que Deus responde à opinião popular. No entanto, se Deus simplesmente concedesse orações com base em concursos de popularidade, isso seria injusto e absurdo. Visto que Deus não pode ser injusto, então ele não pode responder à popularidade e não responder à popularidade, a afirmação é absurda e, portanto, falsa. ;Exemplo #2: Se todos vivessem sua vida exatamente como Jesus viveu, o mundo seria um lugar lindo! ;Explicação: Primeiro assumimos que a premissa é verdadeira: se todos vivessem suas vidas exatamente como Jesus viveu, o mundo seria um lugar lindo. Se isso fosse verdade, teríamos 7 bilhões de pessoas nesta terra vagando de cidade em cidade, vivendo da caridade dos outros, pregando sobre Deus (sem ninguém ouvir). Sem ninguém criando riqueza, não haveria ninguém de quem receber caridade - haveria apenas 7 bilhões de pessoas tentando falar umas às outras sobre Deus. Depois de algumas semanas, todos acabariam morrendo de fome e morreriam. Este mundo pode ser um lugar bonito para os abutres e vermes que se alimentam de todos os aspirantes a Jesus, mas longe de ser um mundo bonito do ponto de vista humano. Como o mundo não pode ser um lugar bonito e um lugar horrível, a proposição é falsa. ;;;;;Exceção: Certifique-se de ver a falácia do apelo aos extremos. ;;;;Referências: ;
Reductio ad Hitlerum;reductio ad hitlerum;(também conhecido como: argumentum ad Hitlerum, jogando a carta nazista, carta de Hitler) ;;Descrição: A tentativa de fazer um argumento análogo a Hitler ou ao partido nazista. Hitler é provavelmente a figura mais universalmente desprezada da história, então qualquer conexão com Hitler, ou suas crenças, pode (erroneamente) fazer com que outros vejam o argumento sob uma luz semelhante. No entanto, essa falácia está se tornando mais conhecida, assim como o fato de que, na maioria das vezes, é uma tentativa desesperada de invalidar a alegação de verdade do argumento por falta de um bom contra-argumento. ;Formas Lógicas: A pessoa 1 sugere que Y é verdadeiro. Hitler gostava de Y. Portanto, Y é falso. A pessoa 1 sugere que Y é verdadeiro. A retórica da Pessoa 1 soa um pouco como a de Hitler. Portanto, Y é falso. ;Exemplo 1: Peter Gibbons: NÃO está errado. INITECH está errado. A INITECH é uma corporação do mal, certo? Chochkies está errado. Não te incomoda que você tenha que se levantar de manhã e ter que vestir um monte de peças elegantes? Joanna: Sim, mas não vou entrar e começar a tirar dinheiro do caixa. Peter Gibbons: Bem, talvez você devesse. Você sabe, os nazistas tinham peças de estilo que faziam os judeus usarem. Joana: O quê? ;Explicação: O texto acima foi tirado do filme clássico da obra-prima, Office Space. Desesperado, Peter joga a "carta nazista" para tornar a ideia de ser obrigado a usar um talento mais terrível. Essa afirmação um tanto chocante desvia o argumento, e o foco é retirado da última resposta de Joanna, que foi muito boa. ;Exemplo #2: Meu professor está me obrigando a refazer esta tarefa. Você sabe quem mais forçou as pessoas a fazerem coisas que não queriam? Hitler. ;Explicação: Sim, Hitler forçou as pessoas a fazerem coisas que não queriam. Claro, a extensão da "força" usada pelo professor é bem diferente da extensão da força usada por Hitler, então o professor não é nada parecido com Hitler de maneira significativa, portanto, o argumento é falacioso. ;;;;;Exceção: às vezes pode valer a pena arriscar a falácia para evitar um desastre. Sr. presidente, posso apreciar seu desejo de fazer algumas mudanças na Casa Branca, mas esse novo gesto de mão que você está propondo que usemos para mostrar nossa lealdade a você é muito parecido com o que Hitler usou. Em uma nota semelhante, aquele bigode de Charlie Chaplin não funciona em você. ;Curiosidade: o estilo de bigode de Hitler é conhecido como bigode de escova de dentes. Tornou-se famoso por comediantes como Charlie Chaplin e Oliver Hardy. Hitler mais tarde se tornou a pessoa mais associada ao estilo bigode e acabou com essa tendência da moda. Eu gostaria que Hitler também fosse conhecido por usar jeans mom. ;;;Referências: ;
falácia de regressão;;(também conhecido como: falácia regressiva) ;;Descrição: Atribuir uma causa onde não existe nenhuma em situações onde existam flutuações naturais, deixando de levar em conta essas flutuações naturais. ;Forma Lógica: B ocorreu depois de A (embora B flutue naturalmente). Portanto, A causou B. ;Exemplo 1: Eu tive uma dor de cabeça muito ruim, então fui ao meu médico. Apenas conversando com ele, minha dor de cabeça começou a diminuir e eu já estava melhor no dia seguinte. Valeu a pena a taxa de visita de $ 200. ;Explicação: Dores de cabeça fazem parte da vida e naturalmente vêm e vão por conta própria com vários graus de dor. Eles regridem à média por conta própria, sendo a “média” um estado normal sem dor, com ou sem intervenção médica ou química. Se a pessoa tivesse ido a um ginecologista, a dor de cabeça ainda teria diminuído e a visita teria sido muito mais interessante — especialmente se fosse homem. ;Exemplo #2: Após a cirurgia, minha esposa não estava muito bem - ela estava com muita dor. Comprei essas pulseiras magnéticas que se alinham com as vibrações naturais do corpo para reduzir a dor e, com certeza, alguns dias depois a dor diminuiu! Obrigado pulseiras mágicas! ;Explicação: É normal sentir dor após qualquer cirurgia significativa. Também é normal que a dor diminua à medida que o corpo se cura - isso é o corpo regredindo à média. Supor que as pulseiras mágicas causaram o alívio da dor e ignorar a regressão à média é falacioso. ;;;;;Exceção: Claro, se a “causa” é explicada como a regressão natural à média, então, de certa forma, não é falaciosa. Minha dor de cabeça passou porque é isso que as dores de cabeça acabam fazendo - elas são uma interrupção temporária na função normal do cérebro. ;Curiosidade: Consultar um médico pode ter um efeito real no alívio da dor, mesmo que o médico não faça nada além de fornecer um ouvido compreensivo. Isso é conhecido como o contexto psicossocial da intervenção terapêutica e é frequentemente considerado parte do efeito placebo. ;;;Referências: ;
Reificação;;(também conhecido como: abstração, concretismo, falácia da concretude deslocada, hipostatização, falácia patética [forma de]) ;;Descrição: Quando uma abstração (crença abstrata ou construção hipotética) é tratada como se fosse um evento concreto, real ou entidade física -- quando uma ideia é tratada como se tivesse uma existência real. ;Forma Lógica: A abstração X é tratada como se fosse concreta, um evento real ou uma entidade física. Como a abstração é vista como se fosse concreta, um evento real ou uma entidade física, a conclusão é verdadeira. ;Exemplo 1: Dr. Simmons: Estou trabalhando em uma maneira de prolongar a vida humana para cerca de 200 anos. Misty: Você está declarando guerra à Mãe Natureza, e a Mãe Natureza sempre vence! ;Explicação: Aqui, a “Mãe Natureza” está sendo retratada como um ser autônomo capaz de entrar em guerra com a humanidade. Se fosse esse o caso, pareceria inútil mexer com a Mãe Natureza. Na realidade, somos parte da natureza e podemos e sempre mudamos a natureza, às vezes para pior, mas muitas vezes para melhor. ;Exemplo #2: Se você estiver aberto a isso, o amor o encontrará. ;Explicação:  O amor é uma abstração, não um bebezinho gordo e voador com um arco e flecha que procura vítimas. Provérbios fofos como este podem servir como um mau conselho para pessoas que, de outra forma, fariam um esforço para encontrar um parceiro romântico, mas optam por não fazê-lo, acreditando que essa "entidade amorosa" está ocupada procurando por seu companheiro ideal. ;;;;;Exceção: Na maioria dos casos, mesmo nos exemplos acima, eles são usados como artifícios retóricos. Quando a reificação é deliberada e inofensiva, e não usada como evidência para apoiar uma afirmação ou conclusão, ela não é falaciosa. É hora de agarrar meu futuro pelas bolas. O futuro é uma abstração. Não possui testículos. Se o fizesse, você provavelmente não iria querer agarrá-los porque seu futuro poderia processá-lo por má conduta sexual. ;Curiosidade: a reificação é semelhante ao antropomorfismo, exceto que a reificação não tem a ver com as qualidades humanas. ;Variação: A falácia patética é o tratamento de objetos inanimados como se tivessem sentimentos, pensamentos ou sensações humanas. Pense em xingar seu computador quando ele não fornecer os resultados esperados. ;;Referências: ;
Privação Relativa;;(também conhecido como: poderia ser pior, poderia ser melhor) ;;Descrição: Tentar fazer com que um cenário pareça melhor ou pior, comparando-o com o melhor ou o pior cenário possível. ;Formas Lógicas: Cenário S é apresentado. O Cenário B é apresentado como o melhor caso. Portanto, o Cenário S não é tão bom. Cenário S é apresentado. O cenário B é apresentado como o pior caso. Portanto, o Cenário S é muito bom. ;Exemplo 1: Seja feliz com o Chevy Nova 1972 que você dirige. Tem muita gente nesse país que nem tem carro. ;Explicação: Essa pessoa tem um carro muito ruim por qualquer padrão razoável. Só comparando sua situação com pessoas que não têm carro, seu Chevy Nova parece um Rolls Royce. É falacioso fazer um julgamento razoável com base nesses casos extremos. ;Exemplo #2: Filho: Estou tão animado! Eu tirei um “A” no meu exame de física! Pai: Por que não um “A+”? Isso significa que você respondeu algo incorretamente. Isso não é aceitável! ;Explicação: O pobre garoto está vendo seu sucesso de uma perspectiva muito razoável baseada em normas. No entanto, o pai está usando o melhor cenário possível como comparação ou uma perspectiva muito irracional. A conclusão “não é aceitável” é irracional e, portanto, falaciosa. ;;;;;Exceção: quando usado intencionalmente para manipular emoções (especialmente com boas intenções), não para argumentar sobre a razão, isso pode ser aceitável. Eu sei que você acabou de perder o emprego, mas pelo menos você ainda tem uma ótima educação e muita experiência, o que o ajudará a conseguir outro emprego. ;Curiosidade: meu primeiro carro foi um Chevy Nova 1972 de baixa qualidade que comprei por US $ 50 no segundo ano do ensino médio. Foi quando aprendi pela primeira vez sobre correlação. O fato de eu dirigir aquele carro estava fortemente relacionado à minha falta de companhias femininas. ;;;Referências: Esta é uma falácia lógica frequentemente usada na Internet. Nenhuma fonte acadêmica foi encontrada. ;
Causalidade Retrógrada;;;;Descrição: Invocar a causa para eliminar o efeito ou invocar a fonte para aliviar o efeito da fonte. ;Forma Lógica: X causa/é a fonte de Y. Para eliminar ou aliviar Y, faça mais de X. ;Exemplo 1: Jen: Você não percebe que toda essa bebedeira que está fazendo está deixando sua família infeliz? Bridget: Sim, eu tenho. Jen: Então o que você está fazendo sobre isso? Bridget: Beber para esquecer. ;Explicação: Bridget tem um problema com a bebida com o qual está lidando bebendo um pouco mais - porque os efeitos da bebida a fazem (temporariamente) esquecer/não se preocupar com os efeitos em escala maior de sua bebida. Seu raciocínio de que essa é uma boa ideia é falacioso. ;Exemplo #2: David: Temos muita presença policial nesta cidade. Pete: O que você vai fazer sobre isso? David: vandalizar, saquear e talvez um pequeno incêndio criminoso. ;;;;;;Exceção: Em alguns casos, pode-se não estar tentando eliminar o efeito, mas sim continuar o ciclo para algum propósito maior. Por exemplo, se alguém aprende a sentir culpa constante ao ir à igreja e é aliviado dessa culpa ao se confessar, pode encontrar significado no constante ritual de “limpeza espiritual”. Embora isso possa parecer um pensamento irracional para alguns, não se encaixaria nessa falácia. ;Curiosidade: as pessoas são facilmente persuadidas a agir contra seus próprios interesses. Se agir contra seu próprio interesse for para algum propósito maior, o comportamento não seria considerado irracional. ;;;Referências: Esta é uma falácia lógica frequentemente usada na Internet. Nenhuma fonte acadêmica foi encontrada. ;
Falácia da Retidão;;;;Descrição: Supondo que só porque as intenções de uma pessoa são boas, ela tem a verdade ou os fatos do seu lado. Veja também a falácia da justiça própria. ;Forma Lógica: A pessoa 1 fez a reivindicação X. A pessoa 1 tem boas intenções. Portanto, X é verdadeiro. ;Exemplo 1: Ricki: Você acha que fetos abortados têm sentimentos? Jenni: Eu sigo o exemplo da minha avó, que é a pessoa mais honrada e gentil que conheço. Ela diz que eles têm sentimentos. ;Explicação: a avó de Jenni pode ser a rainha de honra com gentileza escorrendo de seus sapatos ortopédicos, mas essas qualidades são independentes da capacidade de conhecer fatos ou chegar a uma conclusão precisa com base nos dados disponíveis. ;Exemplo #2: O presidente quer bombardear aquele país porque acha que eles estão se preparando para lançar um ataque nuclear contra nós. Eu sei que o presidente quer fazer a coisa certa para o bem do povo americano, então se ele disser que há armas nucleares, eles têm armas nucleares! ;Explicação: As boas intenções do presidente são separadas da capacidade do presidente de obter informações sólidas sobre assuntos externos. Se estivermos convencidos das boas intenções do presidente, o melhor que podemos fazer é afirmar que acreditamos que o presidente acredita estar fazendo a coisa certa. ;;;;;Exceção: Isso se refere a fatos, não à verdade subjetiva. Podemos usar a ideia de retidão para concluir como nos sentimos em relação a uma pessoa. ;Curiosidade: isso está relacionado ao viés cognitivo, o efeito halo. ;;;Referências: Esta é uma falácia lógica original nomeada pelo autor. ;
Falácia do direito ao dever;;(também conhecido como: falácia dos direitos constitucionais) ;;Descrição: Quando alguém confunde uma razão para os seus direitos (constitucionais ou outros) com o que deve fazer. Isso é comum entre os ferrenhos defensores dos "direitos" que não conseguem ver que os direitos não são o mesmo que cursos de ação ideais. Pode ser uma forma de tentar esconder o fato de que o "deveria" é baseado em valores morais subjetivos (ou pelo menos em valores que não são compartilhados pelo oponente) ao invés de uma lei mais objetiva à qual praticamente todos reconhecem. ;Forma Lógica: A pessoa A não deveria ter feito X. A pessoa A tinha todo o direito de fazer X, portanto, a pessoa A deveria ter feito X. ;Exemplo 1: Carl: Oi Billy, prazer em conhecê-lo! Acho que você ficará feliz aqui na Friendly Manufacturing, Inc. Billy: Ei, você é irlandês! Os irlandeses são ótimos operários de fábrica - é aí que eles são mais felizes. Estou surpreso em vê-lo na gestão. Carl: Com licença?? Billy: Não ligue para mim. Estou apenas expressando meu direito constitucional à liberdade de expressão. Você tem um problema com a nossa Constituição? Você odeia a América? ;Explicação: Billy é claramente ignorante quando se trata da realidade das diferenças culturais e carece seriamente de habilidades sociais. Ele está certo de que tem todo o direito de expressar suas opiniões, mas não parece se importar em ofender e ferir os outros ao divulgar suas opiniões. Os direitos constitucionais não existem no vácuo – eles fazem parte de um sistema maior que inclui convenções sociais como tato, comportamento apropriado e bondade. ;Exemplo #2: Uma superestrela do reality show de sucesso "Goose Galaxy" recentemente deu uma entrevista à revista GM (Geese Monthly). Nesta entrevista, ele disse ao entrevistador que, de acordo com suas crenças, o Imperador Galáctico decretou que todos os usuários de MAC são "pecadores" e o uso de MAC leva a fazer sexo com computadores. Quando muitos usuários de MAC e não usuários de MAC expressaram sua indignação com o que consideravam uma proposição ofensiva e comprovadamente falsa, os defensores do "Goose Galaxy" gritaram que o astro da TV tinha todo o direito de dizer essas coisas, pois seu discurso é protegido pelo Primeira Emenda. ;Explicação: A alegação feita foi que os comentários eram ofensivos e comprovadamente falsos (já que nenhuma pesquisa foi capaz de demonstrar que o uso de MAC leva a fazer sexo com computadores), e a estrela do reality show não deveria ter dito essas coisas, mas o "ganso Os apoiadores do Galaxy" responderam com o fato de que a estrela do reality show tinha o direito de dizer essas coisas, portanto, ele deveria ter. Observe que nenhuma reivindicação foi feita sobre direitos - isso é um espantalho. A falácia se estende além do espantalho porque os defensores de "Goose Galaxy" estão confundindo os direitos constitucionais da estrela de reality show com a alegação de que ele deveria ter dito essas coisas. ;;;;;Exceção: quando os valores de alguém estão de acordo com os direitos, então afirmar que alguém "deveria" exercer seus direitos não é falacioso - desde que a razão dada não tenha a ver com direitos: Eu sinto que é moralmente errado usar um MAC, portanto, devo falar contra os usuários de MAC, e sim, é meu direito constitucional fazê-lo. ;;;Dica: Só porque você tem o direito de ser um idiota galáctico, não significa que você deva. ;Referências: Esta é uma falácia lógica original nomeada pelo autor. ;
bode expiatório;;;;Descrição: Culpar injustamente uma pessoa impopular ou grupo de pessoas por um problema ou uma pessoa ou grupo que é um alvo fácil para tal culpa. ;Forma Lógica: Ninguém gosta ou se preocupa com X. Portanto, X é o culpado por Y. ;Exemplo 1: Eu sei que fiquei bêbada, dei um tapa no traseiro da garçonete e depois urinou no estacionamento... de dentro do restaurante, mas foi Satanás quem me segurou. ;Explicação: A pessoa está evitando a responsabilidade pessoal e culpando “Satanás” por suas ações. Satanás é um alvo fácil - ele não aparece para se defender, e um número surpreendente de pessoas acredita que ele existe e realmente causa comportamento imoral. ;Exemplo #2: A razão pela qual Nova Orleans foi tão atingida pelo furacão foi por causa de todas as pessoas imorais que vivem lá. ;Explicação: Esta foi uma discussão real vista nos meses que se seguiram ao furacão Katrina. Ignorando a validade das afirmações feitas, o argumentador está culpando um grupo de pessoas por um desastre natural. ;;;;;Exceção: Não há exceção quando as pessoas são injustamente culpadas. ;Curiosidade: o bode expiatório atende a uma profunda necessidade psicológica de justiça ou, mais precisamente, a crença de que a justiça foi feita. ;;;Referências: ;
Atenção seletiva;;;;Descrição: Concentrar sua atenção em certos aspectos do argumento enquanto ignora completamente ou omite outras partes. Isso geralmente resulta em refutações irrelevantes, falácia do espantalho e argumentos desnecessariamente prolongados. ;Forma Lógica: A informação é apresentada.Response aborda apenas algumas das informações, ignorando completamente o restante. ;Exemplo 1: Âncora de notícias na TV: O Dow Jones subiu 200 pontos hoje, o NASDAQ fechou em 120 pontos, o desemprego está e tem diminuído constantemente, mas as execuções hipotecárias não se moveram. Jimbo: Você ouviu isso? Nossa economia está na porcaria! ;Explicação: Embora haja muitos problemas com o raciocínio de Jimbo, devido à sua atenção seletiva, e possível pessimismo quando se trata de economia, ele não deixou as boas notícias registrarem e/ou não levou em consideração essa informação antes de concluir que nossa economia ainda está na “cagada”, com base naquela notícia sobre execuções hipotecárias. ;Exemplo #2: A maioria de nós é culpada de atenção seletiva quando a informação é sobre nós. Tendemos a abraçar a informação que nos faz sentir bem e ignorar a informação que não nos faz sentir bem. ;;;;;;Exceção: Ignorar informações irrelevantes é bom ao avaliar argumentos. A chave é saber o que é irrelevante. ;Curiosidade: a atenção seletiva é principalmente um viés cognitivo, pois ocorre subconscientemente. Torna-se uma falácia quando aparece na argumentação. ;;;Referências: Esta é uma falácia lógica frequentemente usada na Internet. Nenhuma fonte acadêmica foi encontrada. ;
